record_id,title,source_name,source_type,state_territory,date_band,year,ontology_code,url
1170,The Yowie Finds a Home,Internet Archive,internet_archive_metadata,,modern_1991_2010,2004,encounter_account,https://archive.org/details/isbn_9781741102666
4055,Dig to unearth Tas convict ghost tales,Australian Broadcasting Corporation,institutional_media_page,TAS,modern_1991_2010,2004,apparition_account,https://www.abc.net.au/news/2004-01-02/dig-to-unearth-tas-convict-ghost-tales/114104
124,"Blue Knob, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2192-blue-knob-new-south-wales-2005
125,"Thredbo, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1603-thredbo-new-south-wales-2005
188,"Ormeau, Queensland 2005",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2265-ormeau-queensland-2006
258,"Cairns, Queensland 2005",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1508-cairns-queensland-2005
340,"Bulahdelah, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1995-bulahdelah-new-south-wales-2005
349,"Kenilworth, Queensland 2005",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1297-kenilworth-qld-2005
423,"Ormeau, Queensland 2005",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1988-ormeau-queensland-2005
477,"Torrens Creek, Queensland 2005",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1339-torrens-creek-qld-2005
545,"Murwillumbah, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2226-murwillumbah-new-south-wales-2005
569,"Richmond Range, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1560-richmond-range-new-south-wales-2005
576,"Springwood, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1859-springwood-new-south-wales-2005
606,"Warrimoo, New South Wales 2005",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1674-warrimoo-new-south-wales-2005
731,Percy Trezise OA 1923-2005,OpenAlex,academic_metadata,WA,modern_1991_2010,2005,spirit_being,https://search.informit.com.au/fullText;dn=434967488264586;res=IELIND
955,2005 - Gold Coast Bulletin Yowie Article,Australian Yowie Research,modern_web,QLD,modern_1991_2010,2005,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1780-2005-gold-coast-bulletin-yowie-article
1144,"Message Stick - Scotty Martin, Rodeo Boy, Don't Say Sorry, clip 2",Australian Screen,institutional_web,WA,modern_1991_2010,2005,descriptive_belief_record,https://aso.gov.au/titles/tv/message-stick-scotty-martin/clip2/
1167,Haunted Australia,Internet Archive,internet_archive_metadata,,modern_1991_2010,2005,ghost_legend,https://archive.org/details/hauntedaustralia0000john
4027,The Ghosthunters,Australian Broadcasting Corporation,institutional_media_page,NSW,modern_1991_2010,2005,apparition_account,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124
4028,The Ghosthunters,Australian Broadcasting Corporation,institutional_media_page,NSW,modern_1991_2010,2005,apparition_account,https://www.abc.net.au/listen/programs/streetstories/the-ghosthunters/3440124
64,"Mansfield, Victoria 2006",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1835-mansfield-victoria-2006
126,"Colo Heights, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1683-colo-heights-new-south-wales-2006
189,"Mapleton, Queensland 2006",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2296-mapleton-queensland-2006
284,"Blackheath, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1356-blackheath-new-south-wales-2006
287,"Blackheath, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1413-megalong-valley-new-south-wales-2006
292,"Thomson Dam, Victoria 2006",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/2040-thomson-dam-victoria-2006
351,"Kenilworth, Queensland 2006",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1298-kenilworth-qld-2006
358,"Cessnock, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1368-cessnock-new-south-wales-2006
412,"Glen Innes, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1387-glan-innes-new-south-wales-2006
515,"Yarrabilba, Queensland 2006",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1584-yarabillba-queensland-2006
523,"Megalong Valley, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2247-megalong-valley-new-south-wales-2007
544,"Munmorah, New South Wales 2012",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1685-lake-munmorah-new-south-wales-2006
551,"Nunderi, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1431-nunderi-new-south-wales-2006
591,"Tharwa, New South Wales 2006",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1452-tharwa-new-south-wales-2006
849,2006 - BOOK REVIEW - The Yowie,Australian Yowie Research,modern_web,QLD,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1123-book-review-the-yowie-in-search-of-australias-bigfoot
850,2006 - Gold Coast Sun Yowie Article,Australian Yowie Research,modern_web,NSW,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1478-gold-coast-sun-yowie-article-2006
1043,2006 - Yarram Standard News,Australian Yowie Research,modern_web,VIC,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1870-2006-yarram-standard-news
1073,"2006 - Australian Aboriginal Words, Oxford Dictionary",Australian Yowie Research,modern_web,,modern_1991_2010,2006,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/2042-2006-australian-aboriginal-words-oxford-dictionary
1178,WHY THE TURTLE HAS NO TAIL,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1179,HOW THE WARATAH GOT ITS HONEY,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1180,WHAT THE MOON IS,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1181,THE DIANELLA BERRY,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1182,AT LOW TIDE,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1183,SHOOTING STARS,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1184,A STAR LEGEND,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1185,MIST AND A FRINGE FLOWER,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1186,MULGANI,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,descriptive_belief_record,https://gutenberg.net.au/ebooks06/0607141h.html
1187,THE LEGEND OF THE PLEIADES,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1207,THE FIRST WARATAH,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1208,THE FIRST GYMEA OR GIGANTIC LILY,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1209,THE FLOOD,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1210,THE STORY,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1211,WHY THE SUN SETS,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1212,HOW THE WHITE WARATAH BECAME RED,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1213,HOW THE SKY WAS LIFTED UP,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1214,THE FIRST KANGAROO,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1217,HOW THE PISTILS OF THE WARATAH BECAME FIRM,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1218,WHAT MAKES THE WAVES,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1219,THE FIRST BUSH FIRE,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1220,WHY LEAVES FALL,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1221,THE BUBBLING SPRING,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1222,THE SALT LAKES,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,descriptive_belief_record,https://gutenberg.net.au/ebooks06/0607141h.html
1223,WHY THE PETIOLE OF THE WARATAH IS LONG.,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1224,WHY THE WARATAH IS FIRM.,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1226,THE CLINGING KOALA,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1227,THE SMILAX,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1228,A BIRD LEGEND,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1229,TWO WARATAH LEGENDS,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,traditional_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
1230,ANOTHER LEGEND,Project Gutenberg Australia,project_gutenberg_australia_book,,modern_1991_2010,2006,spirit_person_narrative,https://gutenberg.net.au/ebooks06/0607141h.html
3970,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,NSW,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
3991,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,TAS,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4021,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,ACT,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4022,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,ACT,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4023,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,NSW,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4024,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,SA,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4025,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,WA,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4026,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,QLD,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4061,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,NSW,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
4062,Australia's Most Haunted,Australian Broadcasting Corporation,institutional_media_page,ACT,modern_1991_2010,2006,apparition_account,https://www.abc.net.au/listen/programs/ark/australias-most-haunted/3360028
65,"Barmah Forest (Murray River), Victoria 2007",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/2188-barmah-forest-murray-river-victoria-2007
66,"Nowa Nowa, Victoria 2007",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1258-nowa-nowa-vic-2007
127,"Hartley, New South Wales 2007",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1617-hartley-new-south-wales-2007
190,"Alpha, Queensland 2007",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1594-alpha-queensland-2007
191,Uki Qld 2007,Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1342-uki-qld-2007
214,"Bemm River, Victoria 2007",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/2085-bemm-river-victoria-2007
291,"Cooyar, Queensland 2007",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1282-cooyar-qld-2007
339,"Howard, Queensland 2007",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1858-howard-queensland-2007
570,"Richmond Range, New South Wales 2007",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1543-gorge-creek-new-south-wales-2007
599,"Uki, New South Wales 2007",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1455-uki-new-south-wales-2007
715,Indigenous Spirit and Ghost Folklore of “Settled” Australia,OpenAlex,academic_metadata,NT,modern_1991_2010,2007,spirit_being,https://doi.org/10.1080/00155870701337346
730,Dr George Musgrave 1920-2006,OpenAlex,academic_metadata,QLD,modern_1991_2010,2007,spirit_being,https://www.questia.com/library/journal/1G1-169134527/dr-george-musgrave-1920-2006
815,Season 2 Episode 23 Tony Healy,Internet Archive,internet_archive_metadata,ACT,modern_1991_2010,2007,cryptid_style_apeman,https://archive.org/details/Season2Episode23TonyHealy
956,2007 - Gold Coast Bulletin Yowie Article,Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1785-2007-gold-coast-bulletin-yowie-article
1044,2007 - Sunday Mail Yowie Article,Australian Yowie Research,modern_web,QLD,modern_1991_2010,2007,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1784-2007-sunday-mail
1143,Deadly Yarns 3 - Who Paintin' Dis Wandjina?,Australian Screen,institutional_web,WA,modern_1991_2010,2007,retelling_or_adaptation,https://aso.gov.au/titles/shorts/who-paintin-dis-wandjina/
19,"Greenbushes, Western Australia 2008",Australian Yowie Research,modern_web,WA,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/western-australia/2030-greenbushes-western-australia-2008
67,"Redbank, Victoria 2008 (2)",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1971-redbank-victoria-2008-2
68,"Robinvale, Victoria 2008",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1666-robinvale-victoria-2008
128,"Bongil Bongil, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2010-bongil-bongil-new-south-wales-2008
192,"Leyburn, Queensland 2008",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1816-leyburn-queensland-2008
224,"Ashford, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1998-ashford-new-south-wales-2008
249,"Blackbutt, Queensland 2008",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1586-blackbutt-queensland-2008
280,"Redbank, Victoria 2008",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1679-redbank-victoria-2008
297,"Cowley Beach, Queensland 2008",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2300-cowley-beach-queensland-2008
314,"Bongil Bongil, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1972-nambucca-heads-new-south-wales-2008
384,"Cudgen, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1376-cudgen-new-south-wales-2008
442,"Hartley, New South Wales 2015",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1813-hartley-new-south-wales-2015
467,"Tin Can Bay, Queensland 1992 (2)",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1335-tin-can-bay-qld-1992-2
492,"Kosciuszko, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2003-kosciuszko-new-south-wales-2008
503,"Woolooga, Queensland 2008",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1846-woolooga-queensland-2008
579,"Stanwell Tops, New South Wales 2008",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1447-stanwell-tops-new-south-wales-2008
720,"A new species of velvet gecko (Diplodactylidae: Oedura) from north-east Queensland, Australia",OpenAlex,academic_metadata,QLD,modern_1991_2010,2008,spirit_being,https://doi.org/10.11646/zootaxa.1788.1.2
739,Painting and Repainting in the West Kimberley,OpenAlex,academic_metadata,WA,modern_1991_2010,2008,ancestral_being,http://hdl.handle.net/1885/31618
741,PATTERNS OF EVOLUTION AND EXTINCTION IN THE LAST HARPETID TRILOBITES DURING THE LATE DEVONIAN (FRASNIAN),OpenAlex,academic_metadata,WA,modern_1991_2010,2008,ancestral_being,https://doi.org/10.1111/j.1475-4983.2008.00832.x
750,Aboriginal art and identity,OpenAlex,academic_metadata,WA,modern_1991_2010,2008,ancestral_being,https://openalex.org/W342358446
802,Paranoia and the Wandjina,Crossref,academic_metadata,WA,modern_1991_2010,2008,ancestral_being,https://doi.org/10.1080/14434318.2008.11432790
851,"2008 - NSW Glendonbrook, NSW",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2008,cryptid_style_apeman,https://www.yowiehunters.com.au/historical-articles/1479-glendonbrook-new-south-wales-footpring-find-2008
4017,Nathan Curnow's Ghost Poetry,Australian Broadcasting Corporation,institutional_media_page,TAS,modern_1991_2010,2008,apparition_account,https://www.abc.net.au/radionational/programs/archived/bookshow/nathan-curnows-ghost-poetry/3159852
129,"Coonabarabran, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1375-coonabarabran-new-south-wales-2009
193,"Kilkivan, Queensland 2009",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1847-kilkivan-queensland-2009
225,"Bahrs Scrub, Queensland 2009",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2110-bahrs-scrub-queensland-2009
286,"Robinvale, Victoria 2009",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1262-robinvale-vic-2009
290,"Blackheath, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1414-megalong-valley-new-south-wales-2009
300,"Cressbrook Creek, Queensland 2009",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2084-cressbrook-creek-queensland-2009
388,"Dairyville, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1377-dairyville-new-south-wales-2009
435,"Rockhampton, Queensland 2009",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1324-rockhampton-qld-2009
510,"Leura, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1907-leura-new-south-wales-2009
532,"Mt. George, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1418-mt-george-new-south-wales-2009
555,"Oberon, New South Wales 2009",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1434-oberon-new-south-wales-2009
737,"Wandjina, graffiti and heritage: The power and politics of enduring imagery",OpenAlex,academic_metadata,WA,modern_1991_2010,2009,ancestral_being,https://doi.org/10.22459/hr.xv.02.2009.10
957,2009 - Coonabarabran Times - Yowie Bus Inccident,Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1700-2009-coonabarabran-times
958,2009 - NT News Yowie Article,Australian Yowie Research,modern_web,NT,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1906-2009-nt-news-yowie-article
1045,2009 - CFZ Michael Hardcastle Re: Yowie Kempsey,Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1718-2009-cfz-michael-hardcastle-re-yowie-kempsey
1046,2009 - Manning River Times Yowie Article,Australian Yowie Research,modern_web,NSW,modern_1991_2010,2009,cryptid_style_apeman,https://www.yowiehunters.com.au/media-clips/1763-2009-manning-river-times-yowie-article
69,"Aberfeldy, Victoria 2010",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1571-aberfeldie-victoria-2010
70,"Briagolong, Victoria 2010",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1619-briagolong-victoria-2010-2
130,"Broken Hill, New South Wales 2010",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1363-broken-hill-new-south-wales-2010
131,"Macquarie Pass - Robertson, New South Wales 2010",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/2183-macquarie-pass-new-south-wales-2010
194,"Eumundi - Yandina, Queensland 2010",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2221-eumundi-yandina-queensland-2010
195,"Oak Beach, Queensland 2010",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/2125-oak-beach-queensland-2010
220,"Bendigo (area), Victoria 2010",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1547-bendigo-area-victoria-2010
231,"Beechmont, Queensland 2010",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1965-beechmont-queensland-2010
277,"Otways, Victoria 2010",Australian Yowie Research,modern_web,VIC,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/victoria/1678-otways-victoria-2010
357,"Killarney, Queensland 2010",Australian Yowie Research,modern_web,QLD,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/queensland/1599-killarney-queensland-2010
372,"Colo, New South Wales 2010",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1834-colo-new-south-wales-2010
390,"Danger Falls, New South Wales 2010",Australian Yowie Research,modern_web,NSW,modern_1991_2010,2010,cryptid_style_apeman,https://www.yowiehunters.com.au/new-south-wales/1378-danger-falls-new-south-wales-2010
