dimension,value,count,share_pct,source,notes
original_source_name,HarperCollins Publishers Limited; Harper Voyager,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Heinemann,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,High Country Pub.,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,History Council of New South Wales,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Hodder & Stoughton; Hodder and Stoughton,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Humanities Research,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Hungry spirits haunt station store room; ABC Rural,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Indigenous ghost stories; ABC Books and Arts / Warwick Thornton,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Is the Yahoo Australia's bigfoot?; ABC Nightlife / Tohby Riddle,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,John Heffernan,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Journal of Australian indigenous issues,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Journal of Herpetology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Journal of Paleontology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Lansdowne Press,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Leaf, Rik, author",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,M/C Journal,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Man,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Marriner Group,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Mattingley, Christobel, author",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"McGregor, William",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Monster Anthropology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Monster Anthropology in Australasia and Beyond,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,More Winners - His Master's Ghost; Australian Children's Television Foundation / Australian Screen Online,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Mornings,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Mulini Press,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Myra Demetriou's life in Millers Point; ABC Sydney Weekend Mornings,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,National Library of Australia,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,National Trust Victoria,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Ngabaya: Spirit People; ABC Education,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,No Accounting; ABC Four Corners / Matthew Carney,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,ORGANON,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,OUP Australia and New Zealand,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Oceania,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Ockham's Razor,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Old Melbourne Gaol / National Trust of Australia (Victoria),1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Out, damned spot! Albany's Spectrum Theatre restoration to deal with damp; ABC Great Southern",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Overnights,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Oxford Art Online,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Oxford University Press,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Palaeontology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Paranormal investigator Alison Oborn has seen and heard very strange things; ABC Conversations,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Parks Victoria,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Penguin Books; Viking; Walker,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Queensland towns on the Sunshine Coast and in north Queensland get set for ghostbuster tour; 612 ABC Brisbane,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Random House Australia,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Reed, A. W. (Alexander Wyclif), 1908-1979",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Regan, Lisa, 1971-",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Research Online (University of Wollongong),1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Restricted Rights and Freedoms: Fanny Balbuk Yooreel; ABC Education,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Samuel Beckett Today / Aujourd’hui,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"San Souci, Robert D",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"San Souci, Robert D, Wooden, Lenny, ill",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Self-Drive Tour of Gawler; Town of Gawler Council,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Shadow Trackers: the spooky stories of Aboriginal Australia; ABC Life Matters,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Sherlock Holmes and spiritualism: Sir Arthur Conan Doyle in Victoria; State Library Victoria,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Spooky sightings at Sylvania station; ABC Rural,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Stanley's Bayview Hotel - tales of a ghost, Joe Lyons and the quest for original artefacts; ABC Northern Tasmania",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Swamphen a Journal of Cultural Ecology (ASLEC-ANZ),1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Tasmanian blog explores quirky history, from ghost stories to pigeons and penguins; ABC Hobart / Jodie Lee",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Tempus Publishing, Limited",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"The Aborigines of Victoria, volume 1; Robert Brough Smyth",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Antiquaries Journal,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Australian Journal of Anthropology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Conversation,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Crowood Press; Robert Hale; Magna,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Holocene,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"The International Journal of Diversity in Organizations, Communities, and Nations: Annual Review",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"The Northern Territory News, 11 January 2025; News Corp Australia / Library & Archives NT",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"The Northern Territory News, 17 October 2014; News Corp Australia / Library & Archives NT",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Northern Territory News; News Corp Australia / Library & Archives NT,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The Stage Show,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The World Today,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The daredevil of Monte Cristo; ABC Conversations / Lawrence Ryan,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The haunted historic houses of Tasmania's east coast; ABC Hobart / Glamorgan Spring Bay Historical Society,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,The secrets of Black Rock House; State Library Victoria,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"This Place: Djimubarn, sacred rock art shelter; ABC Education / Merrill Girrabul",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Trafford Publishing,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,USC Research Bank (University of the Sunshine Coast),1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Unexplained stories from the Old Adelaide Gaol; 891 ABC Adelaide,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,University of New South Wales Press,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Viking Books; Viking,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Vollie News, 26 May 2011; St John Ambulance Australia (NT)",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,"Vollie News, 8 August 2013; St John Ambulance Australia (NT)",1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,WA Afternoons; ABC Radio Perth / Graham Seal,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Wednesday Press,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Wordsworth Editions Ltd,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,World Archaeology,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Yearbook - Association of Pacific Coast Geographers,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,Zootaxa,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
original_source_name,the authors,1,0.02,data/processed/v2/source_concentration_audit.csv,existing source concentration audit
